Group Name,Member Count,Last Active,Group URL,post
Dog Lover,8K,,https://www.facebook.com/groups/1873794069639143/,"Hey Dog Lover, Sacramento neighbors — Loki (my German Shepherd) and I are holding steady thanks to the kindness of this community. The shutdown’s slowed my SSI appeal, but we’re managing with grain-free food and support from SHRA. Every share or small donation keeps us going. Read our story here: https://www.gofundme.com/f/restoring-hope-for-loki — Travis & Loki"
dog lovers uk,6.9K,,https://www.facebook.com/groups/677778403022566/,"Hey dog lovers uk, Sacramento neighbors — Loki (my German Shepherd) and I are holding steady thanks to the kindness of this community. The shutdown’s slowed my SSI appeal, but we’re managing with grain-free food and support from SHRA. Every share or small donation keeps us going. Read our story here: https://www.gofundme.com/f/restoring-hope-for-loki — Travis & Loki"
Pet Lovers USA & Canada 🇺🇸,14K,,https://www.facebook.com/groups/1353490842230101/,"Hey Pet Lovers USA & Canada 🇺🇸, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Animal Planet.,46K,,https://www.facebook.com/groups/281796815485126/,"Hey Animal Planet., I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Pet Lovers in USA,14K,,https://www.facebook.com/groups/3600051136946931/,"Hey Pet Lovers in USA, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Animals World,21K,,https://www.facebook.com/groups/1808479846000811/,"Hey Animals World, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Wild birds & animals of the world,532K,,https://www.facebook.com/groups/1494453404185703/,"Hey Wild birds & animals of the world, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
We Care Animal Rescue ☑️,72K,,https://www.facebook.com/groups/WeCareAnimalRescue/,"Hey We Care Animal Rescue ☑️, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Group posts,,,https://www.facebook.com/groups/search/,"Hey Group posts, Sacramento neighbors — Loki (my German Shepherd) and I are holding steady thanks to the kindness of this community. The shutdown’s slowed my SSI appeal, but we’re managing with grain-free food and support from SHRA. Every share or small donation keeps us going. Read our story here: https://www.gofundme.com/f/restoring-hope-for-loki — Travis & Loki"
Friends of JESSE DUPLANTIS,150K,,https://www.facebook.com/groups/2653005658048848/,"Hey Friends of JESSE DUPLANTIS, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesse Welles Fan Club,27K,,https://www.facebook.com/groups/840575647401493/,"Hey Jesse Welles Fan Club, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
"FOX News, Jesse Watters' CONSERVATIVE World Fans",24K,,https://www.facebook.com/groups/399610712279512/,"Hey FOX News, Jesse Watters' CONSERVATIVE World Fans, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Nu Breed & Jesse Howard - OutLaw Nation Southern Fan Page,85K,,https://www.facebook.com/groups/outlawnationmusic/,"Hey Nu Breed & Jesse Howard - OutLaw Nation Southern Fan Page, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
MC JESSE KE'S ONLINE PROMOTION,605K,,https://www.facebook.com/groups/102704743574886/,"Hey MC JESSE KE'S ONLINE PROMOTION, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
"Jesse James Dupree & Jackyl: Family, Friends & Fans",26K,,https://www.facebook.com/groups/JackylBand/,"Hey Jesse James Dupree & Jackyl: Family, Friends & Fans, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Nu Breed & Jesse Howard - OutLaw Nation Northern Fan Page,39K,,https://www.facebook.com/groups/1143724593017117/,"Hey Nu Breed & Jesse Howard - OutLaw Nation Northern Fan Page, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Followers of Jesse & Cathy Duplantis,13K,,https://www.facebook.com/groups/1025042132176487/,"Hey Followers of Jesse & Cathy Duplantis, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesse Mack Butler corruption in Stillwater Oklahoma,4.2K,,https://www.facebook.com/groups/852571010543597/,"Hey Jesse Mack Butler corruption in Stillwater Oklahoma, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesse e Shurastey,37K,,https://www.facebook.com/groups/533950414901026/,"Hey Jesse e Shurastey, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesse Welles,4K,,https://www.facebook.com/groups/1058604233042606/,"Hey Jesse Welles, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
JESSE W JOHNSON ♊️,9.6K,,https://www.facebook.com/groups/590306071328279/,"Hey JESSE W JOHNSON ♊️, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
"Momentos e Memórias com Jesse & Shurastey, Amigos!",17K,,https://www.facebook.com/groups/momentoscoomjesse/,"Hey Momentos e Memórias com Jesse & Shurastey, Amigos!, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Holiday Deals & Finds w/ 4 Less by Jess,49K,,https://www.facebook.com/groups/dixie.deals/,"Hey Holiday Deals & Finds w/ 4 Less by Jess, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesse James,7.2K,,https://www.facebook.com/groups/368101460454594/,"Hey Jesse James, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesse Spencer Core Fans,11K,,https://www.facebook.com/groups/1087994592357141/,"Hey Jesse Spencer Core Fans, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Angat Buhay Para Kay Jesse at Leni Robredo,20K,,https://www.facebook.com/groups/285931632542143/,"Hey Angat Buhay Para Kay Jesse at Leni Robredo, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Grup Jess No Limit,15K,,https://www.facebook.com/groups/695601109072875/,"Hey Grup Jess No Limit, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jess-barber De Tutoriales De Barberia Family Barber,26K,,https://www.facebook.com/groups/856130072600361/,"Hey Jess-barber De Tutoriales De Barberia Family Barber, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesse Lee Peterson: Unfiltered Perspectives,3.2K,,https://www.facebook.com/groups/876129977165961/,"Hey Jesse Lee Peterson: Unfiltered Perspectives, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jess's Perfect Getaways - Holiday Deals,22K,,https://www.facebook.com/groups/437075167134560/,"Hey Jess's Perfect Getaways - Holiday Deals, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jess' Cancer Crushers,5.3K,,https://www.facebook.com/groups/795419568538448/,"Hey Jess' Cancer Crushers, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesse Lee Peterson's Dank Meme Stash,1.9K,,https://www.facebook.com/groups/1506846556289569/,"Hey Jesse Lee Peterson's Dank Meme Stash, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Little Jess,10K,,https://www.facebook.com/groups/littlejess/,"Hey Little Jess, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesse Watters,2K,,https://www.facebook.com/groups/530696404570181/,"Hey Jesse Watters, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesse Owens State Park & Wildlife Area,5.9K,,https://www.facebook.com/groups/1022843788176828/,"Hey Jesse Owens State Park & Wildlife Area, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Mr Jess Perry And Corona Cartel Horses:,11K,,https://www.facebook.com/groups/1482763365306465/,"Hey Mr Jess Perry And Corona Cartel Horses:, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus My King,171K,,https://www.facebook.com/groups/517063904063357/,"Hey Jesus My King, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
I Love Jesus,264K,,https://www.facebook.com/groups/3659765997672742/,"Hey I Love Jesus, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Follow Jesus Christ,411K,,https://www.facebook.com/groups/887124639465009/,"Hey Follow Jesus Christ, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Pag-ibig at kaligtasan ni Jesus,943K,,https://www.facebook.com/groups/3720602347995913/,"Hey Pag-ibig at kaligtasan ni Jesus, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Name Above All Names,904K,,https://www.facebook.com/groups/jesuslightofmylife/,"Hey Jesus Name Above All Names, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
JESUS,505K,,https://www.facebook.com/groups/3152617891506907/,"Hey JESUS, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Light Of My Life,477K,,https://www.facebook.com/groups/1721815804831972/,"Hey Jesus Light Of My Life, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus is my Rock,395K,,https://www.facebook.com/groups/1549522372116106/,"Hey Jesus is my Rock, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus My King,155K,,https://www.facebook.com/groups/899442751747560/,"Hey Jesus My King, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
SACRED HEART OF JESUS,580K,,https://www.facebook.com/groups/351111759041521/,"Hey SACRED HEART OF JESUS, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus has Power.,522K,,https://www.facebook.com/groups/322726091263318/,"Hey Jesus has Power., Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus is the Lamb,558K,,https://www.facebook.com/groups/514118903030389/,"Hey Jesus is the Lamb, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
"JESUS IS THE WAY, TRUTH & LIFE",512K,,https://www.facebook.com/groups/702561113225456/,"Hey JESUS IS THE WAY, TRUTH & LIFE, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Daily,546K,,https://www.facebook.com/groups/MaryJesusdaily/,"Hey Jesus Daily, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus is the way the Truth and the Life!,154K,,https://www.facebook.com/groups/564884345051020/,"Hey Jesus is the way the Truth and the Life!, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus is My Savior .,83K,,https://www.facebook.com/groups/483790191036697/,"Hey Jesus is My Savior ., I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus christ,300K,,https://www.facebook.com/groups/510287045710755/,"Hey Jesus christ, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus is Lord,344K,,https://www.facebook.com/groups/295223146597547/,"Hey Jesus is Lord, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
"Jesus, Mary & The Saints.",241K,,https://www.facebook.com/groups/190893491345779/,"Hey Jesus, Mary & The Saints., General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Christ Strikes Back 🔥,538K,,https://www.facebook.com/groups/jesus.christ.strikes.back.click.the.join.button/,"Hey Jesus Christ Strikes Back 🔥, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
🌹JESUS CHRIST🙏OUR PROTECTOR🌹,320K,,https://www.facebook.com/groups/442500717605904/,"Hey 🌹JESUS CHRIST🙏OUR PROTECTOR🌹, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Walk with Jesus,166K,,https://www.facebook.com/groups/655673790060222/,"Hey Walk with Jesus, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
📿 Mary and Jesus 💞,611K,,https://www.facebook.com/groups/469472280468952/,"Hey 📿 Mary and Jesus 💞, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
GOD WILL PROVIDE YH + TEAM JESUS GROUP,130K,,https://www.facebook.com/groups/336561459024645/,"Hey GOD WILL PROVIDE YH + TEAM JESUS GROUP, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Lord Jesus Christ ✝️,272K,,https://www.facebook.com/groups/514331642541986/,"Hey Lord Jesus Christ ✝️, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Daily Post,136K,,https://www.facebook.com/groups/904317797826716/,"Hey Jesus Daily Post, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
JESUS IS OUR SAVIOR,78K,,https://www.facebook.com/groups/707674783766388/,"Hey JESUS IS OUR SAVIOR, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
This World Needs Jesus,295K,,https://www.facebook.com/groups/496648839513631/,"Hey This World Needs Jesus, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
